Region,Scenario,Variable,Unit,2017,2018,2019,2020,2021,2022,2023,2024
PRY,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-34.298239336943666,-34.022407492570814,-33.761352829975195,-33.5256792846139,-33.324034518797305,-33.16237909158415,-33.04335661889628,-32.96587220403806
REU,Historical,Area|Forest|Age Class|0-20,Million ha,0.0279,0.0239,0.02,0.018,0.0076,0.0074,0.0071,0.0065
REU,Historical,Area|Forest|Age Class|21-40,Million ha,0.064,0.0677,0.0709,0.0726,0.0786,0.0786,0.0785,0.0789
REU,Historical,Area|Forest|Age Class|41-60,Million ha,0.006,0.0063,0.007,0.0073,0.0111,0.0113,0.0117,0.0119
REU,Historical,Area|Forest|Age Class|61+,Million ha,0.0061,0.0061,0.0061,0.0061,0.0067,0.0067,0.0067,0.0067
REU,Historical,Carbon Stock|Forest|Total,Mt C,2.4035415066550465,2.4773460890252488,2.55095696,2.624281517166635,2.6972325472206315,2.7697283438050637,2.8416927677923907,2.9130552556372895
REU,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.27096843800592724,-0.27061680202407495,-0.26990652690742173,-0.26885670961099495,-0.26748711019798677,-0.2658179208095846,-0.2638695546201988,-0.26166245543129574
ROU,Historical,Area|Forest|Age Class|0-20,Million ha,0.0406,0.0406,0.0406,0.0406,0.0121,0.0121,0.0121,0.0121
ROU,Historical,Area|Forest|Age Class|21-40,Million ha,0.3515,0.3283,0.3097,0.2926,0.231,0.2201,0.2124,0.2054
ROU,Historical,Area|Forest|Age Class|41-60,Million ha,1.7523,1.6231,1.5126,1.4098,1.2729,1.1971,1.1238,1.0599
ROU,Historical,Area|Forest|Age Class|61+,Million ha,7.0442,7.1966,7.3257,7.4456,7.6726,7.7593,7.8403,7.9112
ROU,Historical,Carbon Stock|Forest|Total,Mt C,605.1557348736837,615.4827777485413,625.74962977,635.9518018615298,646.0849871546901,656.145062232407,666.1280878966303,676.030309485207
ROU,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-38.06940202233716,-37.86582387447754,-37.64512407868191,-37.407964335609485,-37.15501274158775,-36.886941951628536,-36.60442743548545,-36.30814582478126
RUS,Historical,Area|Forest|Age Class|0-20,Million ha,3.9306,3.9268,3.9254,3.9244,3.2522,3.2518,3.2518,3.2514
RUS,Historical,Area|Forest|Age Class|21-40,Million ha,15.9029,15.4502,15.0291,14.6533,8.111,7.827,7.572,7.3581
RUS,Historical,Area|Forest|Age Class|41-60,Million ha,131.0447,129.527,128.0478,126.6328,91.0034,89.634,88.3142,87.0418
RUS,Historical,Area|Forest|Age Class|61+,Million ha,1266.6213,1268.5955,1270.4972,1272.289,1315.1329,1316.7867,1318.3615,1319.8482
RUS,Historical,Carbon Stock|Forest|Total,Mt C,73412.73514500071,73616.20975157924,73819.70834890995,1764496061091.5806,2.0648232743976065e+23,3.696600151439229e+32,2.0096471040638619e+40,5.88493784307307e+46
RUS,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-767.3281773257186,-746.0735574546076,-746.1615235459176,-6469818619996.865,-7.571018672726526e+23,-1.3554200547706156e+33,-7.368705912692154e+40,-2.1578098055895207e+47
RWA,Historical,Area|Forest|Age Class|0-20,Million ha,0.0056,0.0056,0.0056,0.0056,0.0047,0.0047,0.0047,0.0047
RWA,Historical,Area|Forest|Age Class|21-40,Million ha,0.0036,0.0033,0.0032,0.0031,0.0035,0.0035,0.0035,0.0035
RWA,Historical,Area|Forest|Age Class|41-60,Million ha,0.0011,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
RWA,Historical,Area|Forest|Age Class|61+,Million ha,0.1188,0.1188,0.1188,0.1188,0.1189,0.1189,0.1189,0.1189
RWA,Historical,Carbon Stock|Forest|Total,Mt C,8.48114402575496,8.496490359135457,8.512517800000001,8.52917040689264,8.546358978931398,8.563966396822169,8.58185429794512,8.5998721588897
RWA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.05370779442526381,-0.05626988906182421,-0.058767283169995466,-0.06105955860633945,-0.06302476414211473,-0.06456053226615961,-0.06558897078415171,-0.06606549013012675
SDN,Historical,Area|Forest|Age Class|0-20,Million ha,0.002,0.002,0.002,0.002,0.0017,0.0017,0.0017,0.0017
SDN,Historical,Area|Forest|Age Class|21-40,Million ha,0.0523,0.0514,0.0506,0.0501,0.0275,0.0273,0.0272,0.0272
SDN,Historical,Area|Forest|Age Class|41-60,Million ha,0.0651,0.0652,0.0646,0.0646,0.0837,0.0839,0.083,0.0819
SDN,Historical,Area|Forest|Age Class|61+,Million ha,0.0079,0.0087,0.0101,0.0106,0.0144,0.0144,0.0154,0.0165
SDN,Historical,Carbon Stock|Forest|Total,Mt C,1.6327059999234927,1.6621963551513756,1.6919591100000002,1.7219969369926593,1.7523127439321813,1.7829096740817314,1.8137911062308223,1.8449606546666026
SDN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.10714144161358259,-0.1081313025022373,-0.10913010111162338,-0.1101386989730834,-0.11115795877824719,-0.11218874388168376,-0.11323191787999994,-0.11428834426452794
SEN,Historical,Area|Forest|Age Class|0-20,Million ha,0.2066,0.2036,0.2028,0.2019,0.0667,0.0664,0.0661,0.066
SEN,Historical,Area|Forest|Age Class|21-40,Million ha,0.2933,0.296,0.2964,0.2972,0.4219,0.4222,0.4224,0.4225
SEN,Historical,Area|Forest|Age Class|41-60,Million ha,0.0198,0.0201,0.0205,0.0206,0.0308,0.0308,0.0309,0.0309
SEN,Historical,Area|Forest|Age Class|61+,Million ha,0.0001,0.0001,0.0001,0.0001,0.0004,0.0004,0.0004,0.0004
SEN,Historical,Carbon Stock|Forest|Total,Mt C,7.593999129995046,7.9502335830534365,8.304318610000001,4.730960197952697e+34,2.209235123057266e+56,6.869238471681252e+68,1.0942462938956854e+76,1.5534357655295043e+80
SEN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.3139081904950953,-1.3061929945474318,-1.2983117654707366,-1.7346854059159886e+35,-8.100528784543308e+56,-2.518720772948982e+69,-4.012236159078769e+76,-5.695529916633754e+80
SGP,Historical,Area|Forest|Age Class|0-20,Million ha,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001
SGP,Historical,Area|Forest|Age Class|21-40,Million ha,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0005
SGP,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGP,Historical,Area|Forest|Age Class|61+,Million ha,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
SGP,Historical,Carbon Stock|Forest|Total,Mt C,0.19495176923918986,0.19589963957032672,0.19684398999999994,0.19778300417552686,0.19871239673719737,0.19962603083617833,0.2005167956352926,0.20137750261576287
SGP,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.0034912012321513157,-0.0034755245475018106,-0.003462618242135155,-0.003443051976932019,-0.003407772726125228,-0.0033499916962635157,-0.003266137596752298,-0.0031559255950576828
SLB,Historical,Area|Forest|Age Class|0-20,Million ha,0.0138,0.0134,0.0128,0.0121,0.0093,0.008,0.0062,0.0033
SLB,Historical,Area|Forest|Age Class|21-40,Million ha,0.0389,0.0388,0.038,0.0377,0.0315,0.0314,0.0308,0.0328
SLB,Historical,Area|Forest|Age Class|41-60,Million ha,0.0765,0.077,0.0784,0.0794,0.0584,0.0597,0.0621,0.063
SLB,Historical,Area|Forest|Age Class|61+,Million ha,2.5898,2.5898,2.5898,2.5898,2.6198,2.6199,2.6199,2.6199
SLB,Historical,Carbon Stock|Forest|Total,Mt C,536.0794066309535,536.6739238389789,537.25369825,537.8193748486137,538.3715163548902,538.9105864737576,539.4369387267325,539.9508115401492
SLB,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-2.236542822342964,-2.179896429426549,-2.1258395070771785,-2.0741475282505157,-2.0245188563471097,-1.9765904358469772,-1.9299582609079757,-1.8842003158612215
SLE,Historical,Area|Forest|Age Class|0-20,Million ha,1.26,1.2273,1.1898,1.1485,1.0921,1.0341,0.9348,0.811
SLE,Historical,Area|Forest|Age Class|21-40,Million ha,0.3645,0.3933,0.4272,0.4626,0.4858,0.5326,0.6189,0.73
SLE,Historical,Area|Forest|Age Class|41-60,Million ha,0.0421,0.046,0.0496,0.0555,0.0857,0.0969,0.1099,0.1226
SLE,Historical,Area|Forest|Age Class|61+,Million ha,1.9355,1.9355,1.9355,1.9355,1.9385,1.9385,1.9385,1.9385
SLE,Historical,Carbon Stock|Forest|Total,Mt C,161.69480535546583,164.44829538749062,167.21984441,169.98488347707848,172.7206908252382,175.40706147989687,178.02671747726828,180.56548269356443
SLE,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-9.936444843976043,-10.096130117424213,-10.162346415867763,-10.138476579287744,-10.031293609918936,-9.85002573374847,-9.60540532369517,-9.308805793085904
SLV,Historical,Area|Forest|Age Class|0-20,Million ha,0.1865,0.1789,0.1694,0.1554,0.1265,0.1027,0.0794,0.0642
SLV,Historical,Area|Forest|Age Class|21-40,Million ha,0.1876,0.1915,0.1962,0.2073,0.2228,0.242,0.2583,0.2664
SLV,Historical,Area|Forest|Age Class|41-60,Million ha,0.0657,0.0688,0.0729,0.0753,0.0867,0.0902,0.0956,0.1016
SLV,Historical,Area|Forest|Age Class|61+,Million ha,0.0025,0.0031,0.0038,0.0043,0.0063,0.0074,0.009,0.0101
SLV,Historical,Carbon Stock|Forest|Total,Mt C,13.593904394727561,13.93562481139092,14.26206399,14.573171499421012,14.869042530780332,15.149894770714036,15.416046617961008,15.667897165292844
SLV,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.3081998644069515,-1.252974861098981,-1.1969436548999604,-1.14072753454371,-1.0848604483175084,-1.0297915464235825,-0.9758901065722304,-0.9234520068833986
SMR,Historical,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR,Historical,Area|Forest|Age Class|41-60,Million ha,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
SMR,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOM,Historical,Area|Forest|Age Class|0-20,Million ha,0.1044,0.1044,0.1044,0.1044,0.0583,0.0583,0.0583,0.0583
SOM,Historical,Area|Forest|Age Class|21-40,Million ha,0.0299,0.0299,0.0299,0.0299,0.0753,0.0753,0.0753,0.0753
SOM,Historical,Area|Forest|Age Class|41-60,Million ha,0.001,0.001,0.001,0.001,0.0015,0.0015,0.0015,0.0015
SOM,Historical,Area|Forest|Age Class|61+,Million ha,0.008,0.008,0.008,0.008,0.0082,0.0082,0.0082,0.0082
SOM,Historical,Carbon Stock|Forest|Total,Mt C,2.1735730300480354,2.2955396711255225,2.42010755,2.546858594811402,2.675371505312023,2.8052275427173523,2.9360157307384926,3.0673374006030287
SOM,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.43617506241321913,-0.4472110172841194,-0.45674888920641754,-0.4647538309751414,-0.47121400516894313,-0.47613880381954055,-0.4795566894108479,-0.48151278950329895
SPM,Historical,Area|Forest|Age Class|0-20,Million ha,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001
SPM,Historical,Area|Forest|Age Class|21-40,Million ha,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
SPM,Historical,Area|Forest|Age Class|41-60,Million ha,0.0008,0.0008,0.0008,0.0008,0.0004,0.0003,0.0003,0.0003
SPM,Historical,Area|Forest|Age Class|61+,Million ha,0.0031,0.0031,0.0031,0.0031,0.0036,0.0037,0.0037,0.0037
SPM,Historical,Carbon Stock|Forest|Total,Mt C,0.10049223811336441,0.10169740696798103,0.10276267999999998,0.1036834929564201,0.10446969432447858,0.10514170041068766,0.10572320325178612,0.10623587844896781
SPM,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.004872647190060808,-0.004418952466927606,-0.003906001117402811,-0.0033763141735404277,-0.0028827383495477845,-0.0024640223160999246,-0.0021321770840277096,-0.0018798090563328697
SRB,Historical,Area|Forest|Age Class|0-20,Million ha,0.0033,0.0033,0.0033,0.0033,0.001,0.001,0.001,0.001
SRB,Historical,Area|Forest|Age Class|21-40,Million ha,0.2352,0.2156,0.1925,0.1722,0.1277,0.1115,0.0992,0.0885
SRB,Historical,Area|Forest|Age Class|41-60,Million ha,1.009,0.963,0.9274,0.8897,0.8509,0.8107,0.7678,0.7221
SRB,Historical,Area|Forest|Age Class|61+,Million ha,2.0855,2.1511,2.2098,2.2678,2.3534,2.4098,2.465,2.5214
SRB,Historical,Carbon Stock|Forest|Total,Mt C,124.68456396842778,126.05334908285751,127.40249955999998,128.73199900989025,130.0418523960031,131.33208480380966,132.60274023624254,133.8538804388295
SRB,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-5.09072942819328,-5.018878752908998,-4.946885082855734,-4.8748313162643,-4.802795749080445,-4.730852161957424,-4.659069918920541,-4.587514076152161
SSD,Historical,Area|Forest|Age Class|0-20,Million ha,1.8261,1.7802,1.7418,1.7011,1.0168,0.9833,0.961,0.9429
SSD,Historical,Area|Forest|Age Class|21-40,Million ha,2.3806,2.4209,2.4533,2.4866,2.9713,2.9901,2.9902,2.9751
SSD,Historical,Area|Forest|Age Class|41-60,Million ha,0.548,0.5346,0.5195,0.5009,0.6642,0.6562,0.657,0.6708
SSD,Historical,Area|Forest|Age Class|61+,Million ha,1.6675,1.6865,1.7076,1.7336,1.7699,1.7926,1.814,1.8334
SSD,Historical,Carbon Stock|Forest|Total,Mt C,203.98170007925447,207.69627022206592,211.41783554000003,215.14097421463362,218.8604157752775,222.5710680564561,226.26804052276302,229.9466639405231
SSD,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-13.574118384854359,-13.620090523641995,-13.645739499091727,-13.651508473656492,-13.637952389027532,-13.60572503098829,-13.555565709791978,-13.488285865120341
STP,Historical,Area|Forest|Age Class|0-20,Million ha,0.0015,0.0015,0.0015,0.0015,0.0003,0.0003,0.0003,0.0003
STP,Historical,Area|Forest|Age Class|21-40,Million ha,0.0139,0.0139,0.0139,0.0139,0.0135,0.0135,0.0135,0.0135
STP,Historical,Area|Forest|Age Class|41-60,Million ha,0.0034,0.0034,0.0034,0.0034,0.0042,0.0042,0.0042,0.0042
STP,Historical,Area|Forest|Age Class|61+,Million ha,0.0114,0.0114,0.0114,0.0114,0.0122,0.0122,0.0122,0.0122
STP,Historical,Carbon Stock|Forest|Total,Mt C,2.6055474433754253,2.668186549271091,2.72721119,2.782855215773739,2.8353254508774643,2.8847859043305952,2.9313615979506245,2.97515278448041
STP,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.2437418469687298,-0.22967672161744002,-0.21642368267266635,-0.2040280945037103,-0.1923908620469931,-0.18135499599481322,-0.17077754327344047,-0.16056768394254695
SUR,Historical,Area|Forest|Age Class|0-20,Million ha,0.016,0.0144,0.0125,0.0102,0.0076,0.006,0.0043,0.0035
SUR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0147,0.0163,0.0182,0.0205,0.0182,0.0198,0.0215,0.0223
SUR,Historical,Area|Forest|Age Class|41-60,Million ha,0.0048,0.0048,0.0048,0.0048,0.0087,0.0087,0.0087,0.0087
SUR,Historical,Area|Forest|Age Class|61+,Million ha,15.1962,15.1962,15.1962,15.1962,15.1972,15.1972,15.1972,15.1972
SUR,Historical,Carbon Stock|Forest|Total,Mt C,1982.2293806460298,1982.3162781925753,1982.4054621399998,1982.4973027806977,1982.592317394916,1982.6912171409479,1982.7948698434807,1982.9041668056086
SUR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.31136641357534245,-0.3186243373335552,-0.3270078072233294,-0.3367490158923374,-0.3483869188006944,-0.3626324021164085,-0.38005990928703187,-0.40075552780240287
SVK,Historical,Area|Forest|Age Class|0-20,Million ha,0.0299,0.0299,0.0299,0.0299,0.014,0.014,0.014,0.014
SVK,Historical,Area|Forest|Age Class|21-40,Million ha,0.1561,0.1549,0.1539,0.1527,0.1177,0.1175,0.1173,0.117
SVK,Historical,Area|Forest|Age Class|41-60,Million ha,1.5115,1.4266,1.3375,1.2408,1.1471,1.0302,0.9071,0.7816
SVK,Historical,Area|Forest|Age Class|61+,Million ha,1.1279,1.214,1.3041,1.402,1.5466,1.6637,1.787,1.9128
SVK,Historical,Carbon Stock|Forest|Total,Mt C,245.5318838114913,248.09791418491184,250.60087544,253.52099481164745,267.2968659649757,494.0441960331471,3492.7257591148314,30799.129767021128
SVK,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-9.902204619027325,-9.408778035875333,-9.177524601989944,-10.707104362707298,-50.511527562203646,-831.4068769166283,-10995.165731299508,-100123.48136232309
SVN,Historical,Area|Forest|Age Class|0-20,Million ha,0.0195,0.0195,0.0195,0.0195,0.0079,0.0079,0.0079,0.0079
SVN,Historical,Area|Forest|Age Class|21-40,Million ha,0.0764,0.0761,0.0758,0.0758,0.0628,0.0628,0.0628,0.0628
SVN,Historical,Area|Forest|Age Class|41-60,Million ha,0.2212,0.2038,0.1883,0.1771,0.1518,0.1424,0.1345,0.1303
SVN,Historical,Area|Forest|Age Class|61+,Million ha,0.8664,0.8841,0.8999,0.9111,0.961,0.9704,0.9783,0.9825
SVN,Historical,Carbon Stock|Forest|Total,Mt C,92.3367971107906,93.39200681135054,94.43172132,95.45575858399445,96.46395969709882,97.45618824612833,98.43232964136911,99.39229043290914
SVN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-3.925163212687233,-3.869102235386454,-3.812286531714662,-3.754803301313013,-3.6967374147159973,-3.6381713464415713,-3.5791851158828365,-3.5198562356467655
SWE,Historical,Area|Forest|Age Class|0-20,Million ha,0.0002,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0
SWE,Historical,Area|Forest|Age Class|21-40,Million ha,0.0573,0.0559,0.0543,0.0535,0.0179,0.0174,0.0169,0.0167
SWE,Historical,Area|Forest|Age Class|41-60,Million ha,3.2927,3.1816,3.0954,3.0225,1.3946,1.3371,1.2932,1.2566
SWE,Historical,Area|Forest|Age Class|61+,Million ha,41.024,41.1365,41.2243,41.298,42.9617,43.0197,43.0641,43.1009
SWE,Historical,Carbon Stock|Forest|Total,Mt C,1280.0782439373006,1284.8503401514095,1289.4663004,1293.9327252482863,1298.2559129967858,1302.4418682606831,1306.4963113250371,1310.4246880783985
SWE,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-18.095522820597274,-17.497686118399088,-16.925187578164998,-16.376891110383287,-15.851688411165014,-15.348502634290146,-14.866291235964733,-14.404048095658329
SWZ,Historical,Area|Forest|Age Class|0-20,Million ha,0.0092,0.009,0.009,0.0089,0.0033,0.0033,0.0033,0.0033
SWZ,Historical,Area|Forest|Age Class|21-40,Million ha,0.1248,0.1189,0.1118,0.1039,0.0958,0.0884,0.0806,0.0723
SWZ,Historical,Area|Forest|Age Class|41-60,Million ha,0.0669,0.0717,0.077,0.0835,0.0929,0.0982,0.1041,0.1113
SWZ,Historical,Area|Forest|Age Class|61+,Million ha,0.0089,0.0102,0.012,0.0135,0.0178,0.0199,0.0218,0.0229
SWZ,Historical,Carbon Stock|Forest|Total,Mt C,3.772225975120197,3.8663904112421594,3.95905769,4.050146681311989,4.139585656068252,4.227311961809695,4.313271658672606,4.397419124938451
SWZ,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.3504262235146386,-0.3452695991138615,-0.3397800221120815,-0.3339929681439596,-0.32794290743962995,-0.32166312105196015,-0.3151855551640047,-0.30854070964143254
SXM,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0
SXM,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001
SXM,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SXM,Historical,Area|Forest|Age Class|61+,Million ha,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
SXM,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SXM,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYR,Historical,Area|Forest|Age Class|0-20,Million ha,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
SYR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYR,Historical,Area|Forest|Age Class|41-60,Million ha,0.0011,0.0011,0.0011,0.0011,0.0002,0.0002,0.0002,0.0002
SYR,Historical,Area|Forest|Age Class|61+,Million ha,0.0522,0.0522,0.0522,0.0522,0.0531,0.0531,0.0531,0.0531
SYR,Historical,Carbon Stock|Forest|Total,Mt C,1.4656670609865812,1.4867620200092961,1.50739716,1.5275942868716268,1.547371394966768,1.5667465936489313,1.5857406822535889,1.6043781055571595
SYR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.07914336758940443,-0.0773481830832882,-0.0756621799659142,-0.07405613186263152,-0.07251606301551779,-0.07104239516793212,-0.06964499155041107,-0.06833721877975907
TCA,Historical,Area|Forest|Age Class|0-20,Million ha,0.0007,0.0007,0.0007,0.0007,0.0002,0.0002,0.0002,0.0002
TCA,Historical,Area|Forest|Age Class|21-40,Million ha,0.0017,0.0017,0.0017,0.0017,0.002,0.002,0.002,0.002
TCA,Historical,Area|Forest|Age Class|41-60,Million ha,0.0003,0.0003,0.0003,0.0003,0.0005,0.0005,0.0005,0.0005
TCA,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCA,Historical,Carbon Stock|Forest|Total,Mt C,0.03377496811834642,0.03533813728560624,0.03686163,0.03834204512643819,0.039776713649753805,0.041163632022272446,0.042501393062345225,0.04378911712063438
TCA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.005861722949629941,-0.005731620279952674,-0.005586139952777122,-0.005428188796940037,-0.0052604512521572475,-0.005085367365901686,-0.004905123813600186,-0.004721654880393569
TCD,Historical,Area|Forest|Age Class|0-20,Million ha,0.4608,0.4603,0.4595,0.4593,0.3187,0.3183,0.3182,0.3182
TCD,Historical,Area|Forest|Age Class|21-40,Million ha,0.1099,0.1087,0.1073,0.1057,0.2443,0.2431,0.2419,0.2409
TCD,Historical,Area|Forest|Age Class|41-60,Million ha,0.0024,0.0041,0.0063,0.0081,0.01,0.0116,0.0129,0.0139
TCD,Historical,Area|Forest|Age Class|61+,Million ha,0.0005,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0006
TCD,Historical,Carbon Stock|Forest|Total,Mt C,8.237489200889875,8.962228736953378,9.697373229999998,10.437817890099367,11.17868361631903,11.915414047376226,12.643848134589495,13.360269120705475
TCD,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-2.6001243781506114,-2.657378298899509,-2.695529807837608,-2.7149637536976865,-2.7165076628054323,-2.7013449138763814,-2.6709249864486546,-2.6268769490919244
TGO,Historical,Area|Forest|Age Class|0-20,Million ha,0.2699,0.2567,0.2448,0.2316,0.183,0.1678,0.1538,0.1386
TGO,Historical,Area|Forest|Age Class|21-40,Million ha,0.1946,0.2056,0.2146,0.2254,0.2695,0.2816,0.2936,0.3061
TGO,Historical,Area|Forest|Age Class|41-60,Million ha,0.0039,0.0061,0.009,0.0114,0.0159,0.019,0.021,0.0237
TGO,Historical,Area|Forest|Age Class|61+,Million ha,0.3064,0.3064,0.3064,0.3064,0.3064,0.3064,0.3064,0.3064
TGO,Historical,Carbon Stock|Forest|Total,Mt C,21.022920201631756,21.394726282108664,21.7704329,22.148975412849246,22.529315002532012,22.91044800468168,23.291413850714797,23.671301601104663
TGO,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.3450276453706054,-1.363288961748663,-1.3775909322682303,-1.3879892137805723,-1.394578495503475,-1.3974876745487799,-1.396874768788096,-1.3929217514295082
THA,Historical,Area|Forest|Age Class|0-20,Million ha,2.7577,2.3902,2.0344,1.7038,1.2186,0.9367,0.7554,0.606
THA,Historical,Area|Forest|Age Class|21-40,Million ha,12.64,12.8783,13.0564,13.157,13.0109,12.971,12.7594,12.4729
THA,Historical,Area|Forest|Age Class|41-60,Million ha,0.7873,0.9165,1.0942,1.3241,1.9178,2.2391,2.6317,3.0663
THA,Historical,Area|Forest|Age Class|61+,Million ha,5.7434,5.7434,5.7434,5.7435,5.7811,5.7816,5.7819,5.7832
THA,Historical,Carbon Stock|Forest|Total,Mt C,1552.8925468801683,1590.2288894850035,1626.8458114900002,1662.6575736328653,1697.5890206002862,1731.575567930261,1764.5630293865102,1796.5073051767424
THA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-139.18521798451766,-136.89992288439566,-134.26204735165453,-131.30979452383855,-128.08197221387672,-124.6173402099079,-120.95402533958,-117.12901123085165
TJK,Historical,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJK,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJK,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJK,Historical,Area|Forest|Age Class|61+,Million ha,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023
TJK,Historical,Carbon Stock|Forest|Total,Mt C,0.046221347426671465,0.04650952880683964,0.04678521,0.04704922047614773,0.04730235234049892,0.047545358482390936,0.04777895157865953,0.04800380379687982
TJK,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.001105666913614032,-0.001056665060616635,-0.0010108310415879959,-0.0009680384125416672,-0.0009281501692877021,-0.0008910225202707252,-0.000856508019651513,-0.0008244581334743845
TLS,Historical,Area|Forest|Age Class|0-20,Million ha,0.1539,0.1377,0.1223,0.1053,0.0825,0.0695,0.06,0.0519
TLS,Historical,Area|Forest|Age Class|21-40,Million ha,0.5546,0.5625,0.5643,0.5691,0.5505,0.55,0.5391,0.5215
TLS,Historical,Area|Forest|Age Class|41-60,Million ha,0.0655,0.0736,0.087,0.0991,0.1322,0.1452,0.1656,0.1912
TLS,Historical,Area|Forest|Age Class|61+,Million ha,0.0175,0.0177,0.0179,0.018,0.0263,0.0268,0.0268,0.0269
TLS,Historical,Carbon Stock|Forest|Total,Mt C,39.596217179446036,41.412283896957014,43.20392609,44.96636463520102,46.69528168105866,48.386814900353905,50.03754899990894,51.644505476298676
TLS,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-6.729247483127709,-6.658911297540252,-6.569354707824293,-6.462274665737053,-6.339362501478021,-6.202288470749231,-6.052691698368472,-5.892173746762355
TTO,Historical,Area|Forest|Age Class|0-20,Million ha,0.0016,0.0016,0.0016,0.0016,0.0012,0.0012,0.0012,0.0012
